,Credit Limit,Sex,Education,Marital Status,Age,Payment_Score,Avg_Outstanding,Avg_Paid,Default
18706,170000,F,BSc,Single,27,1.3333333333333333,169506.66666666666,6500.0,True
18707,100000,F,High School Diploma,Married,28,2.3333333333333335,31544.5,1582.6666666666667,False
18708,50000,F,BSc,Married,28,1.5,34831.0,1305.5,False
18709,130000,F,MSc or PHd,Single,27,0.0,16660.666666666668,166.66666666666666,False
18710,30000,F,BSc,Single,26,1.0,20809.333333333332,1352.6666666666667,True
18711,130000,F,BSc,Single,30,1.3333333333333333,142486.33333333334,6566.666666666667,False
18712,70000,F,MSc or PHd,Single,26,1.0,46274.333333333336,2333.3333333333335,False
18713,210000,F,MSc or PHd,Single,26,1.0,18260.0,3414.5,False
18714,170000,F,MSc or PHd,Single,25,1.0,69654.33333333333,2828.5,False
18715,420000,F,MSc or PHd,Single,28,0.8333333333333334,38512.5,11916.666666666666,False
18716,80000,F,BSc,Married,26,1.0,43917.0,2016.6666666666667,False
18717,150000,F,BSc,Single,26,-1.0,17720.166666666668,15114.166666666666,False
18718,200000,F,MSc or PHd,Single,26,0.8333333333333334,41529.0,2140.1666666666665,False
18719,70000,F,BSc,Single,26,2.3333333333333335,43586.0,1531.6666666666667,True
18720,90000,F,BSc,Single,26,2.0,72278.0,2830.8333333333335,True
18721,130000,F,BSc,Married,27,2.0,54976.666666666664,2171.6666666666665,False
18722,360000,F,BSc,Single,28,0.16666666666666666,24602.666666666668,23192.0,False
18723,260000,F,BSc,Single,28,1.0,170871.5,8733.166666666666,False
18724,160000,F,BSc,Single,28,0.8333333333333334,57730.0,37889.166666666664,False
18725,20000,F,BSc,Married,28,0.6666666666666666,13299.333333333334,4405.5,False
18726,140000,F,High School Diploma,Married,28,3.0,99254.66666666667,3400.0,True
18727,200000,F,BSc,Single,29,-0.3333333333333333,2047.1666666666667,1982.1666666666667,False
18728,200000,F,BSc,Married,29,0.8333333333333334,35591.0,11077.5,False
18729,120000,F,BSc,Single,28,1.0,121062.83333333333,5334.333333333333,False
18730,210000,F,BSc,Single,29,1.0,55224.833333333336,2600.0,False
18731,50000,F,BSc,Married,23,1.0,26491.166666666668,1360.0,True
18732,80000,F,MSc or PHd,Single,23,1.8333333333333333,63714.833333333336,1663.1666666666667,True
18733,60000,F,BSc,Single,23,0.8333333333333334,55918.5,2041.6666666666667,False
18734,50000,F,BSc,Married,24,0.6666666666666666,28818.666666666668,2000.0,False
18735,50000,F,BSc,Single,25,2.0,29128.166666666668,1399.0,False
18736,70000,F,MSc or PHd,Single,25,2.8333333333333335,55777.333333333336,2022.5,False
18737,80000,F,BSc,Single,25,1.5,50969.833333333336,1988.0,True
18738,50000,F,BSc,Married,25,0.5,3655.8333333333335,1863.1666666666667,True
18739,30000,F,MSc or PHd,Single,25,1.0,3071.8333333333335,969.3333333333334,True
18740,300000,F,MSc or PHd,Single,26,-1.0,0.0,0.0,False
18741,240000,F,BSc,Single,26,-0.16666666666666666,1556.6666666666667,1167.5,False
18742,140000,F,Other,Single,26,0.16666666666666666,30383.666666666668,9928.833333333334,False
18743,30000,F,MSc or PHd,Single,27,1.0,26808.333333333332,1800.0,False
18744,70000,F,BSc,Married,29,0.6666666666666666,7223.333333333333,1339.5,False
18745,220000,F,BSc,Single,29,1.0,84131.5,2420.3333333333335,False
18746,230000,F,BSc,Single,29,1.0,33348.333333333336,1766.6666666666667,False
18747,20000,F,BSc,Married,29,1.0,16462.0,1499.6666666666667,False
18748,130000,F,BSc,Single,25,2.5,14017.833333333334,1650.0,False
18749,60000,F,BSc,Single,26,3.0,51713.0,1738.5,True
18750,200000,F,BSc,Single,26,1.0,14432.833333333334,2939.0,False
18751,310000,F,BSc,Single,26,1.0,13244.5,3822.0,False
18752,240000,F,BSc,Single,26,1.0,203600.83333333334,8202.666666666666,False
18753,200000,F,MSc or PHd,Single,26,-0.3333333333333333,1766.0,1409.6666666666667,False
18754,440000,F,BSc,Single,27,1.0,169699.0,8374.5,False
18755,180000,F,BSc,Single,27,0.6666666666666666,7542.166666666667,809.5,False
18756,300000,F,MSc or PHd,Single,29,0.3333333333333333,27238.5,25377.833333333332,False
18757,160000,F,BSc,Single,30,1.1666666666666667,33568.333333333336,24297.5,False
18758,160000,F,MSc or PHd,Single,30,2.5,151300.0,6103.166666666667,False
18759,230000,F,BSc,Single,30,0.6666666666666666,5510.833333333333,5488.666666666667,False
18760,160000,F,MSc or PHd,Married,30,1.6666666666666667,78476.5,3176.3333333333335,True
18761,200000,F,MSc or PHd,Single,28,0.5,17516.0,4941.333333333333,False
18762,240000,F,BSc,Single,29,1.0,42288.666666666664,4433.666666666667,False
18763,420000,F,MSc or PHd,Single,29,0.0,11516.333333333334,14560.5,False
18764,210000,F,MSc or PHd,Single,30,0.16666666666666666,521.6666666666666,573.0,False
18765,220000,F,MSc or PHd,Single,28,1.0,165465.16666666666,6867.0,False
18766,200000,F,MSc or PHd,Married,28,0.0,1393.8333333333333,3510.6666666666665,False
18767,230000,F,BSc,Single,28,0.6666666666666666,81.0,42.166666666666664,False
18768,250000,F,MSc or PHd,Single,28,0.3333333333333333,3158.1666666666665,1166.6666666666667,False
18769,80000,F,BSc,Married,28,0.6666666666666666,40686.666666666664,1250.6666666666667,False
18770,80000,F,BSc,Married,26,0.8333333333333334,17259.0,3471.0,False
18771,50000,F,High School Diploma,Married,26,1.1666666666666667,6137.0,514.6666666666666,True
18772,20000,F,BSc,Single,26,-0.16666666666666666,467.5,427.1666666666667,True
18773,60000,F,BSc,Married,27,1.0,56004.0,2031.1666666666667,True
18774,50000,F,BSc,Single,27,2.3333333333333335,22342.333333333332,1301.0,True
18775,310000,F,MSc or PHd,Single,28,1.0,28768.0,21617.0,False
18776,140000,F,MSc or PHd,Single,29,1.0,29408.833333333332,3890.6666666666665,False
18777,220000,F,MSc or PHd,Single,27,1.0,29923.5,5428.333333333333,False
18778,130000,F,BSc,Single,27,-0.5,0.0,0.0,False
18779,300000,F,MSc or PHd,Single,29,-0.16666666666666666,4805.0,4241.833333333333,False
18780,140000,F,High School Diploma,Single,28,0.16666666666666666,5204.333333333333,4452.0,False
18781,400000,F,MSc or PHd,Single,29,-0.6666666666666666,208.83333333333334,15.833333333333334,False
18782,200000,F,MSc or PHd,Married,30,1.8333333333333333,27412.5,20842.666666666668,False
18783,150000,F,MSc or PHd,Single,29,-0.16666666666666666,1843.6666666666667,1292.8333333333333,False
18784,420000,F,MSc or PHd,Single,27,1.0,33111.166666666664,7239.5,False
18785,230000,F,BSc,Single,26,0.5,42060.5,22473.166666666668,False
18786,210000,F,MSc or PHd,Single,27,1.0,18335.333333333332,1170.0,False
18787,120000,F,MSc or PHd,Single,27,0.0,4393.666666666667,689.5,False
18788,50000,F,MSc or PHd,Single,28,1.0,37829.0,2001.1666666666667,False
18789,200000,F,BSc,Single,28,1.0,53590.0,2600.5,False
18790,180000,F,BSc,Single,28,0.3333333333333333,4670.333333333333,2509.6666666666665,False
18791,30000,F,BSc,Married,28,1.0,28045.333333333332,1552.0,False
18792,110000,F,BSc,Single,29,1.3333333333333333,92784.5,4330.666666666667,True
18793,50000,F,BSc,Married,29,1.0,64581.5,2492.8333333333335,False
18794,120000,F,BSc,Single,29,1.5,101848.0,4316.666666666667,False
18795,230000,F,MSc or PHd,Single,29,1.0,46653.0,10269.833333333334,False
18796,80000,F,BSc,Married,29,0.5,14066.333333333334,3532.8333333333335,True
18797,320000,F,BSc,Single,29,-1.0,1042.1666666666667,750.0,False
18798,50000,F,High School Diploma,Married,29,1.0,35450.833333333336,1252.5,False
18799,110000,F,BSc,Married,29,1.0,82057.16666666667,2885.8333333333335,False
18800,150000,F,MSc or PHd,Single,25,0.6666666666666666,275.0,220.0,False
18801,30000,F,MSc or PHd,Single,26,0.0,1450.6666666666667,1420.3333333333333,False
18802,80000,F,BSc,Single,26,1.0,39313.666666666664,2920.0,False
18803,150000,F,BSc,Single,26,1.0,61873.833333333336,2416.6666666666665,False
18804,270000,F,MSc or PHd,Single,26,1.0,72590.5,4079.1666666666665,False
18805,160000,F,MSc or PHd,Single,26,1.0,128268.83333333333,6838.333333333333,False
18806,150000,F,MSc or PHd,Single,29,0.5,1510.8333333333333,664.6666666666666,False
18807,170000,F,High School Diploma,Single,31,-0.16666666666666666,52.833333333333336,482.5,False
18808,70000,F,BSc,Married,31,1.0,57651.833333333336,2013.0,False
18809,210000,F,MSc or PHd,Single,31,1.0,15053.0,4002.6666666666665,False
18810,50000,F,MSc or PHd,Single,30,1.0,26744.5,1750.0,False
18811,70000,F,MSc or PHd,Single,27,0.5,5104.166666666667,6942.333333333333,False
18812,180000,F,MSc or PHd,Single,28,0.3333333333333333,576.1666666666666,630.5,False
18813,260000,F,BSc,Single,27,0.0,208.0,208.0,True
18814,50000,F,BSc,Married,27,1.0,37722.333333333336,1955.6666666666667,False
18815,140000,F,MSc or PHd,Single,27,1.0,123188.0,5973.5,False
18816,100000,F,BSc,Married,30,1.3333333333333333,91985.5,3424.6666666666665,True
18817,420000,F,BSc,Single,29,0.8333333333333334,62252.666666666664,22353.666666666668,False
18818,300000,F,BSc,Single,30,1.0,77789.83333333333,20917.666666666668,False
18819,30000,F,BSc,Single,25,1.0,27710.833333333332,1509.0,True
18820,150000,F,Other,Married,26,-0.16666666666666666,123.5,401.6666666666667,False
18821,180000,F,BSc,Married,26,0.6666666666666666,63926.333333333336,4426.0,False
18822,330000,F,MSc or PHd,Single,26,1.3333333333333333,169730.66666666666,4517.333333333333,True
18823,360000,F,BSc,Single,26,-0.3333333333333333,821.1666666666666,493.8333333333333,False
18824,210000,F,BSc,Single,27,0.5,15159.333333333334,4247.5,True
18825,90000,F,MSc or PHd,Single,27,1.0,72016.5,2983.3333333333335,False
18826,250000,F,BSc,Married,28,1.6666666666666667,31857.333333333332,2933.3333333333335,True
18827,80000,F,High School Diploma,Single,24,3.0,13629.166666666666,874.1666666666666,False
18828,290000,F,MSc or PHd,Single,27,1.0,103890.33333333333,4506.5,False
18829,280000,F,MSc or PHd,Single,29,1.0,157255.83333333334,5850.0,False
18830,340000,F,MSc or PHd,Married,29,0.8333333333333334,17676.333333333332,8626.166666666666,False
18831,120000,F,MSc or PHd,Single,29,1.0,100041.66666666667,3720.3333333333335,False
18832,110000,F,High School Diploma,Single,31,0.3333333333333333,2375.5,1482.0,False
18833,30000,F,BSc,Single,22,1.0,20348.5,2382.5,False
18834,70000,F,BSc,Single,24,1.0,31930.5,1466.6666666666667,False
18835,20000,F,High School Diploma,Married,24,-0.3333333333333333,930.6666666666666,223.66666666666666,False
18836,80000,F,BSc,Single,25,1.0,44122.333333333336,1829.6666666666667,False
18837,120000,F,BSc,Married,25,1.6666666666666667,18349.833333333332,1836.1666666666667,True
18838,500000,F,MSc or PHd,Single,26,1.0,42662.5,33344.666666666664,False
18839,320000,F,BSc,Single,27,1.3333333333333333,182197.66666666666,7516.666666666667,False
18840,150000,F,MSc or PHd,Single,27,-0.16666666666666666,5275.5,6831.666666666667,False
18841,190000,F,BSc,Single,27,2.3333333333333335,6056.333333333333,1333.3333333333333,True
18842,130000,F,BSc,Married,29,-0.5,0.0,0.0,False
18843,70000,F,BSc,Married,34,1.0,44819.666666666664,1902.5,False
18844,350000,F,MSc or PHd,Single,30,-1.0,338.5,334.1666666666667,False
18845,210000,F,MSc or PHd,Single,27,1.0,21862.666666666668,1833.3333333333333,True
18846,120000,F,BSc,Married,27,1.3333333333333333,81072.0,3804.3333333333335,True
18847,130000,F,BSc,Married,28,1.0,110864.16666666667,4783.333333333333,False
18848,170000,F,BSc,Single,27,1.0,52874.5,7436.333333333333,False
18849,100000,F,High School Diploma,Married,30,-0.5,-602.0,0.0,False
18850,200000,F,MSc or PHd,Single,28,1.0,173103.33333333334,14240.333333333334,False
18851,270000,F,MSc or PHd,Single,28,0.16666666666666666,6371.333333333333,3603.8333333333335,False
18852,30000,F,BSc,Married,30,3.8333333333333335,27362.166666666668,580.8333333333334,True
18853,160000,F,BSc,Single,24,1.0,17227.0,4279.666666666667,False
18854,80000,F,High School Diploma,Married,26,1.3333333333333333,74669.0,3350.0,False
18855,310000,F,MSc or PHd,Single,26,1.0,29152.5,1247.0,False
18856,20000,F,MSc or PHd,Single,23,1.0,17523.0,1833.3333333333333,False
18857,80000,F,MSc or PHd,Single,27,1.0,55688.666666666664,2256.5,True
18858,180000,F,MSc or PHd,Single,28,1.0,1431.5,790.8333333333334,False
18859,80000,F,MSc or PHd,Single,29,1.0,65067.0,4500.0,False
18860,140000,F,BSc,Single,28,1.0,121901.0,4773.5,False
18862,100000,F,BSc,Single,27,1.3333333333333333,24767.5,1999.0,False
18863,50000,F,MSc or PHd,Single,27,0.6666666666666666,10353.666666666666,8645.666666666666,True
18864,200000,F,MSc or PHd,Single,28,1.0,112332.16666666667,6250.0,False
18865,130000,F,BSc,Married,28,1.0,49867.5,1333.3333333333333,False
18866,150000,F,MSc or PHd,Married,29,0.3333333333333333,1040.1666666666667,0.0,False
18867,170000,F,BSc,Married,30,1.0,150682.66666666666,5351.333333333333,False
18868,180000,F,BSc,Single,28,6.5,188704.33333333334,1000.0,True
18869,320000,F,BSc,Single,28,1.8333333333333333,23086.666666666668,2001.1666666666667,True
18870,50000,F,MSc or PHd,Single,28,1.8333333333333333,5221.0,583.3333333333334,False
18871,50000,F,BSc,Single,27,1.0,17007.166666666668,1189.1666666666667,False
18872,80000,F,High School Diploma,Married,27,0.8333333333333334,18943.0,5134.166666666667,False
18873,100000,F,MSc or PHd,Single,27,0.3333333333333333,546.5,1306.3333333333333,False
18874,80000,F,BSc,Single,23,1.0,32234.833333333332,1250.5,False
18875,120000,F,MSc or PHd,Single,26,1.8333333333333333,5528.166666666667,784.3333333333334,False
18876,230000,F,MSc or PHd,Single,31,-1.0,16782.5,9999.5,False
18877,60000,F,BSc,Married,31,0.0,-82.66666666666667,44729.666666666664,True
18878,220000,F,MSc or PHd,Single,30,1.0,32839.166666666664,3718.3333333333335,False
18879,80000,F,BSc,Single,30,1.0,54634.166666666664,2675.3333333333335,False
18880,300000,F,MSc or PHd,Single,28,-0.5,0.0,0.0,False
18881,400000,F,MSc or PHd,Single,30,0.0,10302.833333333334,4936.666666666667,False
18882,50000,F,BSc,Single,31,1.0,36409.0,1296.0,False
18883,200000,F,MSc or PHd,Single,30,0.0,2811.0,2916.0,False
18884,120000,F,MSc or PHd,Single,32,-0.5,0.0,0.0,False
18885,360000,F,MSc or PHd,Married,31,1.0,10900.666666666666,6667.666666666667,False
18886,220000,F,BSc,Single,30,1.0,21479.833333333332,2425.5,False
18887,280000,F,BSc,Married,31,1.0,127992.33333333333,4744.0,False
18888,500000,F,BSc,Single,31,-1.0,278.3333333333333,3345.5,False
18889,240000,F,High School Diploma,Single,31,0.6666666666666666,74829.83333333333,20529.5,False
18890,310000,F,BSc,Married,30,1.0,286806.8333333333,11352.833333333334,False
18891,200000,F,MSc or PHd,Single,28,1.5,184124.0,5641.333333333333,True
18892,260000,F,BSc,Single,28,0.8333333333333334,42914.333333333336,2708.1666666666665,False
18893,200000,F,BSc,Single,28,2.8333333333333335,178235.83333333334,6166.666666666667,True
18894,180000,F,MSc or PHd,Single,27,-1.0,0.0,0.0,False
18895,270000,F,BSc,Married,27,1.3333333333333333,21226.0,4666.666666666667,False
18896,30000,F,BSc,Single,28,-0.6666666666666666,1121.8333333333333,0.0,False
18897,180000,F,BSc,Single,28,0.0,310.0,511.6666666666667,False
18898,340000,F,BSc,Married,29,0.6666666666666666,25404.5,14743.0,False
18900,180000,F,MSc or PHd,Single,28,2.1666666666666665,5992.166666666667,533.3333333333334,True
18901,150000,F,BSc,Single,27,1.3333333333333333,86855.0,3785.6666666666665,False
18902,110000,F,MSc or PHd,Single,27,1.0,111567.83333333333,5050.0,False
18903,50000,F,BSc,Married,28,0.5,1119.3333333333333,1042.5,False
18904,140000,F,MSc or PHd,Single,28,0.0,10436.166666666666,14024.166666666666,False
18905,360000,F,MSc or PHd,Single,28,0.3333333333333333,33356.333333333336,20370.0,False
18906,280000,F,BSc,Single,29,-1.0,16.5,836.1666666666666,False
18907,310000,F,MSc or PHd,Single,28,0.5,22232.0,11116.0,False
18908,290000,F,BSc,Married,28,0.3333333333333333,6950.333333333333,1382.0,False
18909,210000,F,MSc or PHd,Single,28,0.0,5582.833333333333,5581.333333333333,False
18910,210000,F,MSc or PHd,Married,29,0.0,671.0,671.6666666666666,False
18911,110000,F,BSc,Single,29,4.0,550.0,0.0,True
18912,50000,F,MSc or PHd,Single,28,1.0,44239.833333333336,2151.3333333333335,False
18913,280000,F,MSc or PHd,Single,28,0.16666666666666666,3631.5,3313.5,False
18914,50000,F,BSc,Single,28,3.1666666666666665,47123.5,1916.6666666666667,True
18915,120000,F,BSc,Married,28,1.5,61099.666666666664,2333.3333333333335,True
18916,80000,F,BSc,Married,28,0.3333333333333333,944.6666666666666,971.8333333333334,False
18917,50000,F,MSc or PHd,Single,29,0.5,10196.5,6560.5,False
18918,60000,F,BSc,Single,28,1.3333333333333333,7971.5,1683.3333333333333,True
18919,190000,F,MSc or PHd,Single,28,3.0,164189.16666666666,5858.333333333333,True
18920,150000,F,MSc or PHd,Single,28,1.3333333333333333,41154.666666666664,1999.0,True
18921,170000,F,MSc or PHd,Single,28,-0.16666666666666666,408.3333333333333,50.0,False
18922,150000,F,BSc,Single,28,1.0,48672.666666666664,2416.6666666666665,False
18923,390000,F,MSc or PHd,Single,28,0.0,67899.66666666667,1666.6666666666667,False
18924,70000,F,BSc,Single,29,1.0,53416.0,10119.833333333334,False
18925,120000,F,BSc,Single,29,1.0,65979.0,2832.1666666666665,False
18926,30000,F,BSc,Married,29,3.0,27910.0,2166.6666666666665,False
18927,200000,F,BSc,Married,26,1.0,75562.66666666667,3133.3333333333335,False
18928,300000,F,BSc,Single,28,1.3333333333333333,253611.66666666666,9733.5,True
18929,90000,F,MSc or PHd,Single,29,2.0,9446.833333333334,952.5,True
18930,200000,F,MSc or PHd,Married,30,-1.0,4183.0,4642.333333333333,False
18931,210000,F,MSc or PHd,Single,31,0.0,326.0,326.0,False
18932,230000,F,BSc,Single,31,0.5,26868.333333333332,10011.0,False
18933,200000,F,MSc or PHd,Single,31,0.0,2413.6666666666665,1743.6666666666667,False
18934,420000,F,BSc,Married,32,1.0,29347.0,1124.6666666666667,False
18935,60000,F,High School Diploma,Married,28,1.8333333333333333,35950.833333333336,2833.3333333333335,False
18936,50000,F,BSc,Married,34,1.3333333333333333,37988.5,3000.0,False
18937,60000,F,BSc,Married,28,2.8333333333333335,60233.5,1798.3333333333333,False
18938,210000,F,MSc or PHd,Single,28,0.6666666666666666,72618.33333333333,24453.666666666668,False
18939,50000,F,BSc,Married,28,2.0,40214.0,2266.6666666666665,False
18940,390000,F,High School Diploma,Married,28,1.0,133561.83333333334,6083.333333333333,True
18941,150000,F,MSc or PHd,Single,28,0.5,8763.5,8233.5,False
18942,200000,F,BSc,Single,30,1.0,27100.833333333332,2124.3333333333335,False
18943,150000,F,MSc or PHd,Married,31,-0.6666666666666666,2070.0,0.0,False
18944,470000,F,BSc,Single,30,1.0,122871.16666666667,3981.6666666666665,False
18945,200000,F,MSc or PHd,Married,30,1.3333333333333333,26922.166666666668,13817.333333333334,False
18946,160000,F,MSc or PHd,Single,31,0.16666666666666666,1137.1666666666667,623.6666666666666,False
18947,220000,F,BSc,Single,30,1.5,24151.833333333332,18631.166666666668,True
18948,290000,F,BSc,Married,32,1.5,138032.5,4461.666666666667,False
18950,290000,F,BSc,Married,32,1.0,78745.83333333333,3283.3333333333335,False
18951,30000,F,BSc,Single,23,1.5,33256.833333333336,1660.8333333333333,True
18952,40000,F,High School Diploma,Married,23,2.8333333333333335,9052.5,593.8333333333334,True
18953,70000,F,MSc or PHd,Single,26,1.0,63344.0,2104.8333333333335,False
18954,100000,F,BSc,Single,23,0.3333333333333333,27541.666666666668,7151.333333333333,False
18955,20000,F,MSc or PHd,Single,23,1.0,14117.0,950.0,False
18956,50000,F,BSc,Single,23,1.0,43613.166666666664,1882.3333333333333,True
18958,140000,F,BSc,Married,28,3.0,121230.83333333333,4523.166666666667,True
18959,230000,F,MSc or PHd,Married,30,0.8333333333333334,40085.166666666664,13810.833333333334,False
18960,300000,F,BSc,Single,30,0.5,2024.8333333333333,1898.3333333333333,False
18961,200000,F,MSc or PHd,Single,29,-0.8333333333333334,10958.0,12163.333333333334,True
18962,100000,F,MSc or PHd,Single,29,2.8333333333333335,66746.66666666667,3523.0,False
18963,100000,F,BSc,Single,30,1.0,89702.5,3051.1666666666665,False
18964,80000,F,BSc,Single,29,0.6666666666666666,2583.8333333333335,2121.8333333333335,True
18965,170000,F,BSc,Single,29,1.0,44122.166666666664,2142.0,False
18966,420000,F,MSc or PHd,Single,29,0.16666666666666666,31632.666666666668,9207.666666666666,False
18967,70000,F,MSc or PHd,Single,29,1.3333333333333333,20826.833333333332,1866.6666666666667,False
18968,480000,F,BSc,Single,30,-0.16666666666666666,133563.66666666666,60163.666666666664,True
18970,180000,F,MSc or PHd,Single,28,1.0,75179.5,5023.5,False
18971,240000,F,MSc or PHd,Single,28,0.16666666666666666,18451.666666666668,18276.166666666668,False
18972,210000,F,MSc or PHd,Single,28,0.6666666666666666,17369.833333333332,13490.333333333334,False
18973,100000,F,MSc or PHd,Single,28,2.1666666666666665,51211.5,1698.6666666666667,False
18974,50000,F,MSc or PHd,Single,28,1.0,48347.833333333336,2143.1666666666665,False
18975,300000,F,MSc or PHd,Single,28,1.0,53634.0,12528.166666666666,False
18976,70000,F,MSc or PHd,Single,28,1.0,24789.833333333332,1736.8333333333333,False
18977,490000,F,MSc or PHd,Single,29,0.6666666666666666,9792.5,4565.166666666667,False
18978,170000,F,MSc or PHd,Single,29,1.0,40426.333333333336,1933.3333333333333,False
18979,100000,F,MSc or PHd,Single,29,1.0,54096.5,2118.6666666666665,False
18980,200000,F,BSc,Single,32,0.6666666666666666,3805.8333333333335,3603.5,False
18981,80000,F,BSc,Single,32,-1.0,3025.5,2449.0,False
18982,220000,F,BSc,Single,32,1.0,65306.833333333336,11226.833333333334,False
18983,300000,F,High School Diploma,Single,33,-1.0,0.0,0.0,True
18984,120000,F,BSc,Married,33,1.0,88458.0,3416.3333333333335,False
18985,240000,F,BSc,Single,30,1.0,183372.0,5704.333333333333,False
18986,200000,F,MSc or PHd,Single,30,1.0,111760.0,9505.333333333334,False
18987,40000,F,BSc,Married,30,1.0,39604.666666666664,1783.3333333333333,False
18988,200000,F,MSc or PHd,Single,30,1.6666666666666667,195784.0,7850.0,False
18989,100000,F,MSc or PHd,Single,30,3.3333333333333335,98398.83333333333,3633.3333333333335,False
18990,50000,F,BSc,Married,31,1.0,34806.666666666664,2177.3333333333335,False
18991,40000,F,BSc,Married,32,1.0,44230.0,2074.0,False
18992,70000,F,BSc,Married,32,2.5,69928.5,2433.3333333333335,False
18993,210000,F,MSc or PHd,Single,31,-1.0,378.3333333333333,409.5,False
18994,30000,F,BSc,Single,28,1.0,26888.333333333332,2023.8333333333333,False
18995,100000,F,MSc or PHd,Single,30,1.0,78436.0,3084.5,False
18996,20000,F,BSc,Married,30,1.0,18545.833333333332,1629.6666666666667,False
18997,400000,F,BSc,Married,36,1.0,4194.333333333333,626.8333333333334,False
18998,330000,F,BSc,Married,28,1.3333333333333333,234948.83333333334,9453.666666666666,False
18999,240000,F,BSc,Single,30,0.16666666666666666,6820.666666666667,6279.333333333333,True
19000,70000,F,MSc or PHd,Single,29,2.3333333333333335,76527.83333333333,2959.5,True
19001,240000,F,MSc or PHd,Single,29,0.0,629.0,686.6666666666666,False
19002,200000,F,MSc or PHd,Married,27,1.0,593.8333333333334,1500.8333333333333,False
19003,100000,F,MSc or PHd,Single,27,-1.0,1750.3333333333333,2452.8333333333335,False
19004,180000,F,MSc or PHd,Single,29,1.0,22490.0,4333.333333333333,False
19005,360000,F,BSc,Single,30,0.3333333333333333,33120.5,6189.166666666667,False
19006,130000,F,BSc,Single,29,1.0,117752.83333333333,4850.0,False
19007,120000,F,BSc,Single,30,-1.0,4325.5,3881.3333333333335,False
19008,230000,F,MSc or PHd,Single,30,-1.0,423.0,506.3333333333333,False
19010,320000,F,MSc or PHd,Single,29,1.0,198685.5,9500.0,False
19011,330000,F,High School Diploma,Single,29,1.0,259232.33333333334,8744.0,False
19012,80000,F,High School Diploma,Single,30,0.6666666666666666,2141.3333333333335,512.3333333333334,True
19013,150000,F,MSc or PHd,Married,30,0.16666666666666666,11372.666666666666,7391.5,False
19014,160000,F,High School Diploma,Married,31,-1.0,460.3333333333333,429.0,True
19015,50000,F,High School Diploma,Married,37,1.0,42252.333333333336,1717.3333333333333,False
19016,300000,F,Other,Married,48,-1.0,0.0,0.0,False
19017,190000,F,BSc,Married,36,1.0,171630.0,6131.0,False
19018,50000,F,BSc,Single,27,1.0,22816.0,1742.3333333333333,False
19019,90000,F,MSc or PHd,Single,28,0.5,3426.8333333333335,1630.3333333333333,False
19020,210000,F,MSc or PHd,Single,28,0.8333333333333334,70355.5,5168.166666666667,False
19021,240000,F,MSc or PHd,Single,28,1.0,230863.16666666666,8973.666666666666,False
19022,60000,F,BSc,Married,34,2.6666666666666665,44277.166666666664,2216.6666666666665,True
19023,440000,F,BSc,Single,35,0.3333333333333333,2236.5,919.6666666666666,False
19024,30000,F,BSc,Married,42,1.6666666666666667,28145.166666666668,1277.1666666666667,True
19025,230000,F,BSc,Single,26,-0.3333333333333333,3959.6666666666665,0.0,False
19026,440000,F,BSc,Single,28,1.8333333333333333,191110.66666666666,5975.666666666667,True
19027,80000,F,BSc,Married,29,1.0,50616.666666666664,2168.3333333333335,True
19028,30000,F,BSc,Married,30,1.0,27303.666666666668,1059.1666666666667,False
19029,250000,F,BSc,Single,35,1.0,221822.83333333334,8834.833333333334,False
19030,30000,F,MSc or PHd,Married,45,1.3333333333333333,27344.833333333332,1513.8333333333333,True
19031,50000,F,High School Diploma,Other,49,1.3333333333333333,40098.666666666664,1378.3333333333333,False
19032,50000,F,BSc,Single,34,1.0,48474.833333333336,2437.8333333333335,False
19033,30000,F,BSc,Single,34,2.8333333333333335,27640.166666666668,1210.5,False
19034,30000,F,BSc,Married,45,1.0,28802.833333333332,2253.3333333333335,True
19035,500000,F,BSc,Married,42,-0.3333333333333333,24973.0,0.0,False
19036,50000,F,BSc,Married,41,2.8333333333333335,26212.333333333332,1083.3333333333333,True
19037,50000,F,BSc,Married,36,1.0,30027.5,1516.6666666666667,False
19038,50000,F,MSc or PHd,Single,22,-0.3333333333333333,402.6666666666667,0.0,False
19039,90000,F,BSc,Single,26,1.0,39695.5,2583.3333333333335,False
19040,30000,F,MSc or PHd,Single,26,2.1666666666666665,15610.5,994.0,True
19041,150000,F,High School Diploma,Married,43,1.0,97356.33333333333,4870.833333333333,False
19042,50000,F,BSc,Married,23,0.8333333333333334,41708.833333333336,9866.666666666666,False
19043,70000,F,BSc,Single,23,2.3333333333333335,17735.166666666668,1141.6666666666667,True
19044,80000,F,BSc,Single,23,-0.3333333333333333,11475.0,0.0,False
19045,280000,F,MSc or PHd,Single,29,-0.6666666666666666,2010.0,26192.666666666668,False
19046,90000,F,BSc,Married,30,1.0,7656.166666666667,725.5,False
19047,330000,F,MSc or PHd,Married,39,1.0,57768.833333333336,3333.3333333333335,False
19048,190000,F,BSc,Married,46,1.0,86032.83333333333,4516.666666666667,False
19049,210000,F,MSc or PHd,Married,40,1.0,54032.0,4000.0,False
19050,100000,F,MSc or PHd,Married,30,4.666666666666667,101609.66666666667,2431.0,True
19051,20000,F,BSc,Single,30,1.8333333333333333,17523.833333333332,720.1666666666666,True
19052,260000,F,MSc or PHd,Married,31,0.6666666666666666,21889.833333333332,7346.333333333333,False
